StudyHours,Attendance,SleepHours,PreviousScore,Pass
0.9156994724874861,45.027152204318995,7.593713690941459,78.3014463275292,0
9.359025506881375,71.56917452537039,8.387322685177129,77.10740896665223,1
5.2609107772907215,62.9040764959547,8.46225947396486,92.80747839697425,1
8.681582133971295,89.09772856348567,8.04698893460473,53.90215361113092,1
11.735874143959233,57.038324231132826,7.320772863070779,68.30240167141584,1
6.461950444925204,63.97994099895894,6.601928479858183,44.95181117950396,0
6.013445563919255,47.19992434654319,8.811125149701022,53.296441457129376,0
0.8646136003171385,70.17225579561091,4.796661331993345,87.5295242012576,0
3.221267761222454,97.30129430911136,5.694932782401118,97.46044656732967,1
5.998590009906719,55.95381239972767,8.69076723946842,52.95490719641851,0
8.150759953451285,87.4498978743144,9.33448378638138,83.31929579010907,1
9.644868433252505,49.837366846196716,7.972837056851035,67.63347014947139,1
4.571293597782461,93.15417638343246,4.299185705217608,78.48137671583339,0
0.7912361628708613,70.75799111413009,8.982849342538017,55.64701172121584,0
3.4577471916959226,47.54848989707221,9.810722754005408,54.737096082280765,0
10.915122332635363,86.96179816709018,6.762222929923523,44.43668560481501,1
2.560624242958986,93.25520268508018,6.342202131864248,65.10165151884337,0
5.425487541812197,48.70367011556162,6.113854511407096,33.9051631169134,0
11.174472236268262,47.04495521871431,7.639368429992796,90.22252854812444,1
0.29879073060417616,55.08330790750546,5.018334924571777,47.081036103317224,0
7.20658700956947,70.89690660792303,4.807716804346331,74.36297188800681,1
11.401554004963748,97.00662084347604,9.945046565964638,65.4128625672563,1
2.7636345482515776,91.63595075808605,7.00622278439676,54.319314194746006,0
6.581879030832365,59.47755852417734,7.088617550365058,96.0679302362431,1
10.909540498640775,42.2355989249583,5.808366714502052,89.42690341155401,1
1.598033349111002,75.7424717338705,4.268031178617729,81.47497245619692,0
6.28095096808519,74.48572442714024,4.387142385770823,38.28415164379598,0
9.004918309224418,54.49226452819014,4.3537100712058345,62.36489008532872,1
8.028158890606965,76.21363963035266,8.218521428629334,75.57535720339601,1
5.6130343169397685,98.89565822822082,8.678313866932843,36.67682432399895,0
2.458189083573541,48.663217098405106,9.707391656491938,78.70623144345188,0
5.889190669092845,58.88814240586907,9.883852732480804,87.1502615140616,1
4.468616272620707,90.8760130545898,4.907153570205962,96.44392587465279,1
5.728813858219061,49.550493317006755,4.090626647063446,65.14351533342962,0
4.390684629367115,47.72612775606545,8.106335513147053,32.01068750866026,0
10.055015931711127,50.321311465586334,5.752522409729122,44.56224146130271,1
9.22377007823411,86.18185302823944,9.53538341298033,86.36830174261868,1
3.767936126551946,47.64580188948538,6.925917107175989,40.38621812392107,0
6.871503991727447,45.467475063847886,6.629370819015333,73.56102792962076,1
3.312588579968341,77.61742766757622,6.52345943350657,75.72427895250284,0
5.434115190556804,86.00981064123559,5.841855320076939,61.11783709972851,0
4.235740391332737,85.38078607931273,7.3838699451288425,84.96275070395303,1
7.8887935533570985,65.98617403481028,5.108910543689129,38.60060820783272,0
4.4442129958564225,94.99601791105867,9.862982036068193,73.4058584859461,1
5.509115734697177,49.05251733233291,8.839341537522943,56.633774150640164,0
8.631889470108499,66.49129316268841,9.1201372532233,90.02739197253655,1
4.955901949366015,62.15722931487711,9.67537548821682,57.7398708753903,0
10.877079229972065,72.77116152883941,8.09637198177451,43.22007578139454,1
2.165419430432179,51.59573571116847,9.41110111808946,54.11311088505154,0
8.89342647495917,48.82737349572261,8.430883109029278,66.7479764662782,1
5.068488523717685,99.00150009711038,6.845170977713966,35.61099277921129,0
5.117442872219308,58.12757064501969,4.1257896854305605,90.4632646996618,0
7.612558423606066,69.98211343591191,7.091953793600525,75.58514114276781,1
6.274874412340143,94.97610111394616,7.236932578382829,51.892022610052365,1
4.978631741273318,58.159111824055195,8.418285253059407,72.56667624333387,1
0.01712256675309831,61.995761217621045,9.2131727188887,98.86021535070917,0
1.107148150161025,73.7893075695927,7.772151507897366,72.19642177631013,0
8.512732724702552,44.083742506688694,4.523018217962586,58.438224466561266,0
6.292147161182367,41.40262801179291,4.549672211874083,77.70116755531531,0
8.353925562203628,77.96551508833237,9.226128134054056,82.93833810535534,1
11.465619876035111,62.25287862607238,9.285658317409132,78.06578448958874,1
8.19496625250501,44.77007357658412,6.403473260358021,44.77535250472956,0
0.6375442880754907,57.19826431178638,4.409662286552161,31.464962065005732,0
3.7062322183655656,81.60738561414614,4.644206276910258,52.18202074248991,0
7.111136247880475,85.57639854846175,4.686058876952934,60.42941350215338,1
2.8214448870895716,70.3237684654601,9.4822190569062,88.19277278378192,1
11.579651994433522,53.245849149890375,6.4382002581017765,36.184176809310735,1
11.340578685513526,90.36976245276543,6.782435887618868,89.0544172315993,1
10.180810570052264,52.46158097501045,8.91417785259431,34.16376826986571,1
5.667887955460827,85.41493299133185,5.460406174094914,51.97418822281562,0
10.097720578780766,49.19343864131032,7.195838127607551,58.282477769567386,1
1.573327708174967,96.09118802496644,7.469609337128321,95.21899332733607,0
3.704803887574025,86.4022469213237,6.490354783111035,96.43373804306415,1
5.555956729853005,70.0743856620716,4.723196845868371,32.847945067902714,0
8.902166408201602,66.05027772038204,6.542863885543367,43.716257308446394,1
5.82990274450676,74.37854489373552,4.672256039070903,61.37521753717931,0
1.6425134255694105,79.66685961734618,5.904469551415437,49.06856405564193,0
4.1224383564522995,73.47295973776323,6.402071805020743,96.73540439310172,1
3.8931140360693157,81.74903055106464,5.142051608699346,72.85192958771596,0
3.605026851816477,45.26086282864918,9.984223030723022,52.85890684177914,0
1.9860168055894492,65.03017882329628,8.1392627870617,71.97992409629028,0
4.978821270879024,85.20893175991216,9.588546202162906,77.21084213873442,1
5.3774478900326805,66.30111928061041,9.592169992317515,89.96337222176653,1
9.298804509768207,98.23985671961549,5.7215763225715355,92.1269786183986,1
9.556688409390581,72.03908886821364,4.869993123033973,59.48642939918175,1
6.268681536019343,58.65717586723795,9.950378901313393,83.08577938384525,1
5.527563553959323,93.52505541915937,7.061129681966397,98.14488111204558,1
9.33856321852676,65.33317193305845,8.061771403618977,67.36458522420524,1
10.647467422232818,72.77114323136283,9.198798350696169,81.21316159509263,1
8.099025238401452,78.4824505308776,6.039394371110047,64.22032237528765,1
9.605748587981562,91.36048979835742,7.553454648473931,56.785352892464275,1
11.269336244786224,52.566321150457085,5.794250431240407,44.2366891966937,1
0.48786971324022943,92.42803236990505,5.292087650820896,36.38353474486209,0
10.508060698441,74.42390125946972,4.206559516299254,52.71485281521518,1
3.3187568694136105,61.986665742118646,5.4142003263994845,54.83008705775316,0
5.709173993090931,60.1147082227648,5.496018586408172,69.89878939974227,0
9.561131483182827,98.90684783078058,8.48326266549988,76.93642129767076,1
8.60690678730276,96.82479064294964,7.097525127945308,79.75466751476387,1
1.7657708633003164,72.73620071040902,8.638812886178163,83.84072773081803,0
7.904979107449746,60.78212426826772,5.717384364660224,70.0591288364753,1
0.8310248401180256,98.43270979122767,5.27768292132908,65.85071113563829,0
4.284847540234548,40.980457961825685,7.467843859496988,72.81955867172968,0
9.753954601964475,42.93551520704858,5.626823549210714,79.17710291947282,1
5.132457996330607,69.19641421340884,8.522806168319327,89.1893670572615,1
7.198253250521356,75.21946654599319,6.291686895448634,47.6314717697964,0
8.737935397765606,40.39286941785931,5.684248421240218,90.13245123501132,1
9.854731299678715,51.24969300394076,8.520504752190426,43.85801854148204,1
9.126181439763396,45.17227735986823,5.132706359771054,31.21828280268347,0
0.08571930334798195,54.988139891225075,8.349132261257424,85.76744429286302,0
5.0430820040704205,50.972609947527,6.338846402348414,46.151945084811324,0
5.557634616457768,47.457022139954915,4.510625475554447,88.69735649650869,0
0.665994037352672,47.767541510791546,7.766332398840892,54.971838634127096,0
6.497305585142636,62.28352866822665,7.655413051790003,54.69963409571627,0
7.293249017326406,47.724245281981894,4.599688742851458,90.88064896288179,1
9.941438339953503,86.40531253373311,6.760355167187301,83.12067202762557,1
11.301711218297381,64.16696761870315,6.776551272887775,34.08308886899172,1
1.5377742480327945,47.00950743912349,8.295274041524687,96.10061489562268,0
2.7651680929226337,79.08099012305296,5.1798823997025245,44.58609088432799,0
7.90990076484673,87.29104287761268,7.358315567486582,76.66089180397935,1
1.5896878658009825,61.57923017977183,9.954018753733962,95.83762218048274,0
2.6889436433558322,40.368076551646645,4.094085080435259,88.9655439225576,0
6.898351051069789,79.01008039725264,8.299777104497531,64.18022226233101,1
2.03428468279451,85.23939520169438,6.097957454805055,96.29927477738296,0
9.38676181588534,93.35747193832468,6.911385085059087,78.00133353604366,1
10.283707513341122,82.78908596587208,5.692753787799469,47.49616280102251,1
0.4040904540341783,75.81069021092665,6.760515689646192,97.49807373888457,0
6.391737659324083,60.58505770982799,6.973601257221399,69.70565766175366,1
9.563416289322772,54.630036018384374,9.519906315146567,52.56314378045333,1
11.701676173885389,43.89247562282236,9.239629759068844,60.41756064809458,1
3.291103118333055,89.15821776037305,9.58232808814332,43.57795699419056,0
2.0292127603846,73.61823287178291,9.806853765904009,70.14716987963824,0
10.520411162179624,57.27377364196061,6.3675594047714315,69.66717065045158,1
10.910189565130183,47.47898901057652,8.684989267041836,41.17407187167675,1
2.3703946736058823,57.30168984743652,9.34014617337624,59.03751096970322,0
5.298356912431677,85.46700983235074,4.7021313008081895,48.64033974017656,0
8.630785700308039,52.94743741541726,8.357134652656647,92.6894504687567,1
10.14414190516768,43.12616117218405,7.462155686742119,43.638737833456176,1
2.019303664406932,62.8028647129707,5.192468990794398,72.58500399806609,0
7.9796275548571325,60.14859244800758,7.789166312352206,74.80996401554404,1
9.694025511552834,81.82237692384115,8.128398990790764,72.2583849166875,1
6.5965694496087295,73.36004806219805,7.9223459570966694,56.117246745501205,1
1.9765999053481544,68.36263766196707,4.036526395155643,47.122896756635534,0
0.4263456579643603,98.56446686877652,9.549008666381408,30.578123823237267,0
3.378405814181925,90.64730654647482,6.108071112691865,44.327766811590706,0
9.694450157442619,47.689124727524444,8.812332573657235,86.98522301680626,1
0.5371951301416682,54.90367954139018,4.925708866737583,49.46004453624748,0
0.09859806047174446,65.16183774554798,7.6128312733779,67.37837350710129,0
4.339399772544687,44.29140405252714,4.348018351862511,50.82676405336154,0
0.7634674283826226,85.48851778749275,7.3412428580187985,34.496949776004904,0
1.7938356398907649,86.09042961750778,7.884686148342553,59.50211349592769,0
0.27828441719234576,57.5454804134732,6.324186777496919,99.46468394479074,0
6.2966380412235825,94.32132511886526,8.3093577041152,58.120187307374344,1
8.360350826272954,73.1490443425586,6.846496655204663,53.35147952484853,1
5.124641916164732,53.41681830333984,4.3385320662210916,70.10877883435775,0
1.6148455037362517,77.28964134466187,4.234007841712838,55.09933890536131,0
3.976286531548868,80.35416452098383,4.304550014592911,46.52343451052551,0
7.0841502516760215,83.05292007196553,6.036649431513677,56.71996774065268,1
11.287936720756658,98.28061692048072,9.57177234258933,93.01609256706513,1
11.910692630071683,94.81861965535253,5.972932219287901,39.98906242667708,1
2.8992349998461977,64.79658288270835,8.890454732956304,39.17533517843134,0
0.12695888326014915,65.90953902505518,7.866687980336924,82.78898816801541,0
9.967683911925656,41.40715782798979,8.217331953719128,43.13500322121807,1
11.119355253240679,65.04993981983301,7.934750207616766,39.16129092736221,1
5.503241757215632,50.62891944902322,5.210885489295237,47.03794325956446,0
9.257308134764187,47.210096806223405,9.23219113660495,91.78590125229735,1
10.394388409012693,88.9507463428783,6.509184180269477,95.82008110068202,1
7.315377580014711,41.30878958217008,9.60899939826469,95.29020901903961,1
10.471526197730245,47.74345893492073,4.093843385580941,51.970453731652,1
0.28683631370797036,79.86187647689019,4.69070717732424,93.40360397979873,0
3.259142643114766,74.03110135005389,4.80536947859739,34.43348354769918,0
3.326634992331543,65.74173813206153,8.364564619507165,63.72984112512545,0
1.447589139673898,88.45492227605808,4.642213533227316,68.6505970509924,0
10.928561451458858,54.28757648322441,6.589787963717935,61.45334240517863,1
0.3652711999874776,52.39716961165326,7.08128771894925,98.49409486206767,0
8.070732354265353,70.82096922314494,7.083772326066073,82.79201474542708,1
0.8560762470864876,46.3991957798883,5.768365519676044,63.42472886750895,0
4.329365925422653,81.34469727010233,9.291036115216983,81.28681116918108,1
5.017194512130791,96.10072574694044,6.714862101539175,83.37595402640656,1
2.1768514686884033,88.68544498760708,5.052637495728505,37.854848162400714,0
6.252169239386117,92.87251642960753,7.346262746690206,52.5664479874117,1
6.4199011311349885,44.37705532272605,4.675899985982099,52.92708068392411,0
3.8045265832343538,65.44206035967481,8.01657491892928,96.02825199414005,1
8.84505671462749,94.17640789664918,5.040125103372097,89.7477739333853,1
1.9224289274300341,90.48182400414115,9.34245534884987,51.039864990362844,0
2.3100986275182644,75.62752066870189,4.470429626742559,99.17039563176094,0
4.254132216547273,79.26509510346318,5.859033488834119,35.077199840413165,0
4.5405136011770315,55.96069156241093,5.294888362319229,53.38058870728942,0
2.475430278007852,55.91394330198331,7.4180008459128866,44.08659136695408,0
11.024510461707216,44.00269965351983,6.431667394718075,66.4487064497358,1
9.937122834563372,94.11582567076725,6.713761554236168,93.34012890758586,1
1.2825209310796968,57.33931962815673,6.687108079807172,85.15037139360393,0
4.433830987924608,99.55009447452352,7.67154802868344,32.60880562868749,0
2.792053147583685,40.409657004785196,5.5718105838441945,47.38757756637017,0
5.41294323540651,87.9474022887847,5.9317369446164125,84.43323523265391,1
3.3158062345295205,71.54807021326448,5.549999931889765,49.612876144995894,0
6.021682693421082,42.52127648196955,4.869436712513616,87.26094062727142,0
11.071237836935481,79.79139564648617,7.74543002135796,73.58304726303422,1
4.590133667158005,82.1474680314137,9.60410383576426,78.80353101622492,1
7.801539943543592,81.97697255639117,9.450477463585045,79.99562931650878,1
7.1474533562444895,81.75585047039326,9.7900847411168,70.37904902332176,1
9.02344273370649,80.68994560589928,4.660508134761759,42.91069855714622,1
0.7399839620384236,86.05476854503948,8.299173926264324,86.81756341559394,0
8.937884084181714,62.80632429295207,4.447696153568785,69.46230262625733,1
11.355311126069134,97.46271085706613,8.891712752110248,80.51590882487847,1
7.242714620345838,68.96765589224037,9.064490982843518,31.835458898786314,0
3.450959305438803,56.06919431303356,6.875718206520157,42.71166595395367,0
8.068430621151437,99.57089412001606,9.92217541125005,69.57254156959911,1
8.544585441376737,56.771250884152494,6.780959870412848,86.09307637339737,1
7.877403438463224,66.44484335704625,7.247041438193005,55.29508219862814,1
1.7631637883225224,81.86428237756557,6.029102369122214,82.58919256941738,0
11.68170681923641,87.88835737434914,8.911534162341455,30.105776977319817,1
11.464601421850547,58.99896259281839,7.382725483127421,33.124700987271524,1
5.095506393547696,42.11605034146119,7.003601443209876,78.19602496132076,0
7.123647952906466,74.68310492441437,6.548858824060703,99.11259128422383,1
0.475542886402732,75.51919852488984,8.519948401009788,52.10248321040412,0
11.863612014743264,83.77388697602663,4.432964764231274,53.531217340740156,1
9.824939911479586,55.659066318989225,7.794394893222575,53.80954122151742,1
7.638028109156007,89.2434433992305,4.4379755980365,70.59027547105904,1
9.133016930660231,86.43601923934472,5.302811706293828,57.613407851673514,1
2.256359142991034,91.69908321427472,4.1986728727871,55.4901467500724,0
3.691855081114219,85.36064844501334,7.116879507885511,83.70557887879143,1
2.9567237314286503,80.3869974036671,9.661285610347111,30.132812643294518,0
7.152589441501805,73.24714944427743,5.278129556111009,90.94594322788858,1
1.1028582259652677,91.44707310322883,4.677449753569661,81.87479841750846,0
10.747319822579303,53.55771984702076,7.15931404694698,96.97167920616447,1
5.547311305568732,79.90058375804946,4.125190226724735,88.88017542672726,1
5.337748379452544,87.52650713504588,6.103968791315717,85.56030523978822,1
1.2565356428789252,86.48403543494607,6.6718879161247955,50.50119893566449,0
8.218848444721367,47.77701856540613,4.465156698042169,84.65503309712446,1
9.802727932109377,58.83163241340213,9.321800315895391,71.81304851529904,1
7.554602057547983,95.96527848602429,6.303681587985148,54.46052424725593,1
2.904271289569594,86.47428454798316,7.523120657973155,86.69473406052755,0
9.425048659026116,49.281102469687866,4.675730185473777,64.26652764763233,1
1.748153200601207,68.99675823698018,9.810041321377504,98.90360138769314,1
9.927315947755165,88.64908770617353,5.09068899673108,80.51802589771856,1
6.96846444734263,91.57139087913231,6.797383885364275,91.58706164018469,1
3.4724737389412343,71.19917000477405,4.529556458925903,93.097539288534,0
6.158920798124868,46.08679514395468,4.942905577370592,70.9487856246137,0
7.5462168367757645,53.16104182004895,4.814621835915998,92.48445953412309,1
3.1030739831117495,41.466644353390066,6.313544855855874,71.82196820509638,0
10.162878725519688,49.94396195119448,4.526940226517384,65.80464793519727,1
5.05504450319128,43.66749093815093,6.800912925597493,99.65417400207318,1
10.708049487062784,82.00034243265607,7.391337018673855,78.72509039707906,1
10.025622733770417,82.05796641178335,5.144576996276464,78.34238209811434,1
1.1921701699155673,66.59893211939699,8.605949772274178,99.1822209576324,0
7.755049313385507,92.85793596066966,4.4565272839302095,74.03375286890828,1
3.7259347979489097,48.77726302518056,7.4492192118058,30.199076561325352,0
9.048638363798098,51.64032553813741,8.860017993530965,77.3382956647688,1
6.511579889372777,76.68438788696353,7.684593625470083,74.01636836594179,1
5.491186495820604,71.68449175891068,4.026694029532835,80.94296051836643,0
10.744401414444743,47.33116958687707,4.449667727047796,98.22996811824731,1
0.687042717602012,94.41099795599351,4.27594173072732,81.59480206643177,0
6.687811510415751,77.31047480814883,4.774784682144304,99.61058011688574,1
3.9349331915601167,76.4771241465946,7.157449443902749,85.15729442136917,1
0.42328003576155293,62.386701233082036,9.755597902923576,98.59859615616384,0
9.042222224435012,76.37242665925535,6.212745209012136,60.467221478823504,1
6.740887872826518,44.29049736818423,8.731300713770867,47.23537944781587,0
10.729744043474586,58.072438330981555,5.621452129880045,68.58901512453744,1
7.17913473086197,78.00265345885671,9.835926538339038,92.18544246660645,1
4.044411353163216,75.92277987113427,6.296426528973895,90.17479841370013,1
11.82263586455456,71.56141235766603,5.170790005041831,76.89621885424489,1
1.3885686073116648,43.185722484037136,5.148009767631644,58.25111991124668,0
0.631220910945463,59.29770637285041,4.685451793727853,49.262147270906205,0
8.791462913424972,99.07096175084254,4.488531759169465,31.759317882614642,0
4.4504987914738106,96.59144632543806,9.559845268248267,59.22396667974529,1
4.33758094354244,89.2138087931803,8.339427102833454,65.22605236245988,1
10.518385877874866,43.8257075786479,4.873331885506367,98.74605715449036,1
